"matter","qcasenumber"
"064333-0093","08-C-613"
"105494-0039","444-2019-01147"
"036517-0054","B190061"
"049673-0505","17-cv-01991"
"102410-0069","19-00434"
"064346-3247","121101486"
"064333-1509","08-L-428"
"064346-3807","G.D. 13-009055"
"117324-0002","10198087"
"020787-8416","14-009694-NP"
"064345-0173","CGC 06459162"
"105621-0002","18-4645  JAMS# 1340017238"
"039408-0442","13 cv 2335"
"064338-0061","RG06256654"
"063134-0038","2:08-cv-01592 JAM-JFM"
"026389-0047","2:04-cv-00607"
"001520-0119","CUM-L-000117-14"
"011820-0004","CGC15544306  01-15-0002-9469"
"064346-1618","10-C-1846"
"020787-4751","01-14945 (27)"
"037492-0189","15-cv-02718"
"104488-0001","14-LOT-24"
"110880-0001","FST-CV14-6022988-S"
"101164-0003","CIVDS1704262   CIVDS1704206"
"001935-0002","C1001496 WHA"
"064346-2757","N12C-04-008 ASB"
"067723-0001","06-1426"
"018180-0318","15-06094"
"009336-0095","05-0451"
"060579-0015","04CC00715"
"107046-0205","19cv03975"
"064333-8204","N11C-11-163-ASB"
"064346-1742","1917-2010"
"045390-0518","13-3320"
"064333-1027","L616407"
"067456-0005","CV105094 MEJ"
"052776-0264","19STCV35714"
"039821-0198","CV0907329DSF"
"103904-0092","BC560185"
"051078-0065","GD-98-15824"
"117003-9231","170203515"
"052776-0109","08-CV-0433-H-BLM"
"020787-3107","12-016574-NP"
"164346-2543","17-010634"
"063292-0055","17-13326"
"000823-0002","14-14723 CA 01 "
"061448-0015","31CA201648"
"042944-0069","DFEH No.: 948398-322397"
"002579-0001","15 cv 0175"
"049623-0013","8:08CV468. "
"049673-0603","531-2018-00765"
"021288-0888","17-C-114KAN"
"164346-1877","17-004506"
"106964-7006","160102824"
"052715-0250","08-00037"
"020787-8023","13-22208-NP"
"105597-0013","19 cv 10754"
"064333-7357","RG11585967"
"012472-0023","e"
"034664-1252","819cv02147"
"107239-0019","2015CA000858"
"027283-0260","13-0674"
"058074-0046","1 08-CV-0337"
"064346-2326","N 1 0C07289ASB"
"053618-0014","B198146"
"107046-0290","20STCV01194"
"058074-0275","L-599-10"
"039408-1671","8:15-cv-00518"
"115713-0098"," 01-18-0002-4425"
"107046-0100","218cv09177"
"020787-0743","620013"
"106965-3450","160102824"
"054553-0136","16-01184"
"101118-0041","15 cv 0267"
"064333-1063","RG07348526"
"069727-0082","37-2012-00085040"
"122311-0001","2:17-cv-06648"
"000722-0053","16-1476"
"104291-0007","17-9317"
"067696-1318","CGC09275224"
"065678-0067","14-cv-1456"
"034664-0699","219cv2511"
"025010-0294","15-02599-CIV-Moreno"
"052250-0145","10cv3446, 10cv3447"
"107046-0239","19stcv34897"
"064333-1003","072112"
"112984-0001","14-cv-00443"
"064346-2627","12-C-9"
"064346-1094","09-C-974"
"009532-0975","3:10-cv-02033"
"058440-0122","BC518736"
"022262-0640","3-09-0127"
"115713-0079","2835 SCQ 2017 1"
"064346-2389","N11C-04-245 ASB"
"049065-0400","8:15-cv-1923-T-36MAP"
"037492-0184","15-02777"
"037492-0163","15-cv-02744"
"063224-0066","09-89281CA27"
"020787-5429","01-015064 (27)"
"064333-4888","1:12-cv-01482-WDQ"
"011542-0005","12CV08833 RAG-SMF"
"052776-0128","C103128-CRB"
"064346-0396","CGC07274414"
"064333-1222","BC381661"
"010528-0005","CGC14540444"
"117156-0001","1:16-cv-00623-RGA"
"107033-0781","2018-9551A"
"109421-0013","17 cv 7883"
"000028-3934","531-2008-00217C"
"101392-0065","17ESZ-0772-13-4"
"059799-0168","17-cv-01918"
"018180-0266","16-3344"
"102458-0035","15-01348"
"002513-0029","18 300 02122 09"
"108930-0007","16-1063"
"060065-0032","30-2019-01062763"
"065669-0006","1110009946"
"011939-0006","19stcv30308"
"039408-1864","19 cv 5834"
"067732-0001"," 244277"
"108802-0008"," 01-17-0001-6046"
"058449-0016","RG09440802"
"064333-0349","BC421364"
"104305-0018","201513220"
"009532-1082","11MS138531"
"042160-0098","14-60822"
"069203-0001","2399407"
"069457-0131","13-2115"
"036517-0057","BC 329635"
"002579-0423","4:17-cv-00688"
"064346-6202","GD 16 000149"
"052701-0543","14-cv-0745"
"062649-0014","846-2015-19490"
"070310-0029","19-24684"
"064333-3230","BC414132"
"100574-0001","337-TA-648"
"020787-9362","17-C-415"
"063292-0062","15-CB-213697"
"064333-7369","11-C-1162"
"002078-0004","37-2017-00036792"
"011542-0016","17-3655"
"105262-0002","15-R3D5-3941 to 3943"
"009532-1096","14-55405"
"116983-0021","17 cv 5041"
"064333-1253","07-4077"
"018180-0137","03-5702"
"015802-0181","37201100087297CUATCTL"
"064346-3122","12-C-1873"
"067696-1461","RG0544220"
"114053-0008","01-16-0003-7060"
"064346-8060","14-15432-NP"
"104685-0005","1100084692"
"111186-0001","14CV00117"
"064346-2077","RG10552560"
"107046-0099","RG18921640"
"062032-0008","C07-00872"
"064345-0215","CGC07274469"
"062716-0030"," 15-1248"
"010721-0001","1:10-cv-01540"
"110463-0004","17-cv-05761"
"049065-0399","30201500795056CUOECJC"
"064318-0466","CL12-00644P-03(DP)"
"064346-8558","2013 Dec 3422"
"013746-0110","1381-14"
"052776-0259","480201901687C"
"067654-0427","24x09000452"
"034664-0962","RIC478023"
"064338-0048","CGC01322771"
"064338-0202","BC500094"
"009532-0679","XXX-XX-4583"
"111055-0001","15-5384 "
"010768-0002","IPR2015-00596"
"103372-0009","2012-080-R"
"064346-2394","N11C04210ASB"
"039408-1001","30201400710164ORCJC"
"114262-0022","16-cv-01770"
"041688-0247","CGC05445463"
"067696-1209","CGC08274941"
"052210-0018","22052-01266-02"
"049673-0254","16-cv-00405"
"064345-0026","CGC05445046"
"104907-0978","15-011211"
"064338-0078","RG05210514"
"039408-1189","260342/14"
"117584-0020","37201900057785"
"063224-0033","05-4506"
"020787-3455","13-C-174 KAN"
"039408-1539","001601/12"
"064333-4711","10-C-1428"
"057256-0023","2015-ca-11718"
"116939-0001"," 15-35358 16-00354"
"103971-0219","19-00763"
"048766-0192","05-60811"
"064346-0416","CGC07274489"
"117003-4488","16-001437"
"010601-0110","19 cv 2580"
"064346-5250","14-000327-NP"
"003125-0002","12-23107 CA (02)"
"039408-0421","5:13-cv-0414"
"064318-0898","14-014870-NP"
"001869-0000","ER No. 48-90417"
"068506-0012","17-00013"
"064346-4639","CGC13276200"
"009532-1150","14-1326"
"120223-0006","19STCP00540"
"052701-0396","CV09-1553-JFW"
"064333-6879","BC501610"
"058440-0035","CV 07-04281"
"069387-0026","RG18898461"
"007054-0172","37A-2016-02531"
"052776-0152","BC479455"
"069727-0050","1:14-cv-21961"
"097016-0320","76010-2009"
"052776-0092","BC387301"
"064333-1390","BC387608"
"064346-0161","CGC-05-446664"
"111118-0013","16CV290777   16-1924 17-8006"
"020787-8417","14-C-1231KAN"
"100383-0103","BC472410"
"064346-1215","10-C-260"
"064333-7903","11924-2011"
"110880-0002","16-00230"
"065905-0011","OR13-15"
"097076-0023","A201-682-010"
"009532-1383","1:13-cv-144 (WLS)"
"020787-8628","15-6430-NP"
"061146-0008","09CV03601 KJM--JFM"
"024607-0035","14-cv-4123"
"126149-0040","19 cv 10074"
"039408-1634","606902/14"
"062432-0001","04 CV 2184 W (AJB)"
"064385-0155","17-CVS-15265"
"064333-4281","BC431189"
"164346-0388","16-010406"
"067654-0375","85-40092"
"009532-1851","17-cv-00081"
"054994-0006","CGC10275555"
"011424-0005","4:12-cv-00216-BLW"
"064346-5529","14-C-284KAN"
"061079-0002","N/A"
"039408-1364","8:10-cv-01923"
"111707-0024","218bk17029"
"064346-4965","13-15074"
"066892-0015","BC409425"
"103904-0062","BC496900"
"064345-0224","BC385929"
"020362-0001","BC484090"
"022226-0033","18-13707"
"054321-0066","10-17276"
"063224-0063","RG09449080"
"064333-0262","42142"
"067654-0785","24X10000174"
"031024-0021","17-1871"
"065530-0079"," 2015 L 009882"
"124190-0001","1825"
"064346-5136","CL13-05008P-03"
"010601-0064","17-3581"
"010440-0005","14-CV-03457"
"107046-0193","19-cv-00665"
"105686-0024","BC717834"
"049065-0501","37-2019-00024566"
"064346-2486","10-2-32785-1SEA"
"064333-1048","RG07342929"
"064333-1537","002137"
"000201-0014","15-00155"
"064346-1720","11-C-23"
"039408-1055","005737/13"
"000093-0015","1:11-cv-01148"
"013746-0085","3:08-CV-356"
"064346-3294","7350 of 2012"
"106965-3890","170205097"
"069457-6134","5:09-cv-00014 C"
"036560-0012","1:12-cv-24356"
"064333-5487","11C-01-032 "
"059799-0030","BC390636"
"037492-0274","15-cv-03569"
"058074-0259","12CVS4531"
"105048-0003","16cv1407"
"064346-2317","GD11017945"
"097054-0020","CUD-16-655123"
"064346-8103","14-015423-NP"
"051439-0376","CV-001001-16"
"002579-0086","12-00663"
"056977-0077","CIV-04-00047"
"020787-2841","12-48675-NP"
"064346-6084","15-015803-NP"
"066432-0081","18-80679"
"049065-0197","C09-00261 SBA"
"064346-5577","14-000023-NP"
"000093-0029","18-2059"
"039408-0431","BC507306"
"097070-0025","18 PR 000753"
"164346-2403","17-008876"
"060725-0012","846-2014-22315 "
"066913-0001","BC354381"
"064329-1873","15-C-383"
"010448-0035","12CV00332-JCH"
"117003-1160","140103001"
"097058-0095","2016 LTB 023073"
"049326-0076","SACV07-1352"
"064873-0002","GIC881803"
"009532-1728","16cv1437"
"049904-0019","1:11-cv-03617"
"066169-0069","19-24878"
"064346-4614","12-008151-NP"
"097042-0065","16352C"
"069457-0116","1:13-cv-00383"
"064323-0050","2007-31204"
"054345-0028","10CV1057"
"064346-8094","14-014663-NP"
"097002-0499","1:10-cv-00704"
"064329-1921","15-005637-NP"
"030358-0011","1:13-cv-00402-LPS"
"009532-3101","19-0503"
"020787-7568","13-C-596KAN"
"045647-0003","LP011096"
"126964-4275","19-C-402KAN"
"064323-0010","BC353068"
"010601-0104","14832"
"064346-2656","12-C-87"
"044450-0276","16 cv 00004"
"063758-0055","19-921"
"059799-0149","16 cv 4562"
"052776-0181","BC610639"
"064346-9329","15-C-1225"
"051078-0272","217cv02685"
"106622-0002","01-15-0005-3040"
"066629-0120","1:07cv-02574"
"064333-9618","BC488447"
"067696-1402","CGC09275454"
"064333-1351","07-32391 (26)"
"066596-0014","108-CV116959"
"107046-0097","218cv08898"
"053097-0065","CV11 02840 DDP FMOX"
"107057-0038","30-2013-300653302"
"069346-0013","1100107518"
"020081-0002","0:11-cv-62513"
"045706-0104","13-01343 "
"064346-2844","12-C-871"
"051837-0084","019-23790; 4:18-cv-00396"
"064333-6247","BC494482"
"010753-0003","6:10-cv-00111-LED"
"106964-0550","1308-1348"
"049065-0412","011500060690"
"164346-1371","17-000133"
"028635-0046","BC 322292"
"009532-2482","18-3454"
"039821-0433","17-00386"
"064346-9192","15-C-1326"
"067654-0346","24X08000343"
"057005-0014","OCN L-000615-06"
"013746-0081","C07-02259 WHA"
"064333-3307","CGC09275193"
"045390-0530","13-cv-6537-LDD"
"064329-1200","13-C-658"
"017381-0609","C.A. No. 2017-0421- JTL"
"066629-0185","2:15-cv-00256-MRH"
"064350-0023","12-C-405"
"069408-0006","11-10074 CA (40)"
"064333-9293","BC484333"
"119021-0001","RG18905134"
"052434-0209","cgc18567237"
"104518-0018","20 cv 1107"
"057589-0062","CV18001875"
"002579-0144","11-02551"
"100383-0053","BC460878"
"027250-0118","30201600852043CUCRCJC"
"062672-0012","02-46284 RLE"
"120744-0001","CGC-18-565008"
"064346-2958","RG12641010"
"010448-0009","3:14-cv-02181"
"000722-0090","1584"
"064333-1462","08-0626"
"041688-0492","BC561962"
"051092-0132","1:07-cv-01322"
"067654-0941","2012 CA 005489 A"
"164346-1185","16-024180"
"011886-0059","01-15-0003-6946"
"000017-0019","16-4823"
"064333-9381","12-C-873"
"064385-0108","153731/15"
"020787-8020","13-22214-NP"
"064347-0391","BC437739"
"063134-0097","RG12622917"
"100804-0012","34-2011-00096371"
"064346-8084","140908083"
"110247-0037","1:15-cv-22854"
"064333-0407","CGC09275296"
"118906-0008","CIV1704301"
"111000-0001","BC554306  16-2724 "
"104433-0004","16-cv-63040"
"039821-0478","18-3010"
"009532-1626","4:15-cv-00119"
"064333-2567","08-020490"
"100383-0057","401265/12"
"068833-0009","112CV01487"
"018180-0207","2:11-CV-04575"
"057691-0015","06 CV 0741"
"052701-0591","16-00229"
"107764-0001","606446/18"
"064333-1560","08-1868"
"117003-6579","C-48-AB-2017-25"
"064346-0399","CGC-07-274385"
"114388-0001","30-2015-00808717"
"064333-7852","N11C03283ASB"
"009532-0523","06-80823-CIV"
"103939-0006","15-05474"
"100383-0129","64-CV-2012-900436.00"
"115222-0004","IPR2019-00249  Patent No. 7,979,174"
"060272-0017","CV08-00865-GAF"
"110348-0051","1581CV06075"
"021418-0224","09CV3213"
"019236-0090","510-2007-00724"
"000017-0006","2:13-cv-03731"
"039408-1011","2:13-bk-36651"
"064967-0005","07-CV-231"
"107046-0162","19cv2190"
"064346-0363","CGC07274189"
"067696-1098","CGC08274787"
"065087-0001","5:06-CV-29"
"106974-0019","3:15-CV-00241"
"064318-0732","14-007405-NP"
"002838-0001","CV107933 AHM (JCx)"
"067654-0742","24X11-00045"
"102630-0014","18-01030"
"020787-9106","16-C-781"
"049673-0624","530-2018-01740"
"067696-1374","RG09275356"
"039408-1418","TC027940"
"039408-1013","30201400711059"
"064338-0193","CGC12275995"
"064346-9978","20151101614"
"062746-0074","08-35741"
"106968-0067","16-C-126 KAN"
"064346-8321","14-014979-NP"
"065530-0081","1:15-cv-24468-DPG"
"021288-1080","17-C-961KAN"
"037052-0221","08 CH 4035"
"039408-1690","RG15777722"
"107046-0101","19-cv-02220"
"054321-0126","13 cv 0008"
"017072-0083","2:08-CV-01666 FCD-DAD"
"102504-0240","2015CR2434"
"060718-0013","05-5718"
"066196-0007","16300-10"
"009532-1156","3:11-cv-00091"
"063804-0027","3:14-cv-01084"
"063159-0006","6:06-cv-1104"
"012308-0144","120100471"
"101238-0039","19 cv 10062"
"064338-0076","RG05210465"
"064346-3769","13-C-964"
"164346-0436","16-012412"
"118906-0001","2020283"
"020787-3369","01649"
"060771-0020","CGC-04-435935"
"104618-0012","15 cv 2157"
"001520-0005"," CV096534PSG"
"065283-0003","404620/06"
"068068-0063","03C07008244"
"126152-0001","01-19-0002-0110"
"066892-0047","1220062626"
"118544-0017","18-01061"
"039408-1004","114CV00308LJOBAM"
"064346-8213","14-016078-NP"
"064346-5627","14-C-449"
"064346-5076","13-023136"
"097011-0210","00115865"
"066432-0031"," 13-cv-08812"
"064333-1047","072925"
"064346-7807","14-49702-NP"
"039821-0469","18-378"
"067654-0838","24X10000503 "
"020787-8337","14-006565-NP"
"058074-0011","2002 CA 006822"
"064332-0079","16-C-220 KAN"
"067696-1076","CGC-08-274584"
"022262-0609","3:08-cv-00277"
"061201-0106","16-cv-9548"
"057589-0051","1:16-cv-09678"
"068578-0002","1:08-cv-03449"
"066442-0005","30200800113909"
"048766-0399","9:06-cv-81130"
"069457-0086","13-1125"
"060843-5002","N/A"
"115713-0036","C650894"
"058440-0029","06CV1366"
"039408-0872","214bk10648WB"
"064333-4839","CLIO-OI700P-03(DP)"
"021288-0987","2017-43735"
"064346-0284","BC357360"
"017463-0110","2:13-cv-01502"
"117003-9190","16-C-1854"
"020787-8941","16-000479"
"067696-1910","RG14731652"
"064346-5562","14-000025-NP"
"064346-9081","15-010595"
"065530-0038","14 cv 0254"
"064346-7938","14-013390-NP"
"106975-0114","CL15-01853B-04(BS)"
"052715-0140","60708C"
"105431-0001","115-cv-282977"
"039408-1333","14 cv 6263"
"015802-0101","05-19448 CA 08"
"028581-0255","17-6071"
"111730-0005","1:15-cv-01210"
"009336-0247","2:12-cv-07221"
"049389-0374","11-cv-05453  16-1063"
"007054-0191","CIVDS1621982"
"007054-0258","30201901057990"
"000184-0002","094174"
"106964-1385","2014-2085"
"064318-0725","110103406"
"044450-0148","11 CV 6114"
"056913-0030","11-0361 & 11-0362"
"097034-0005","2:10-cv-499-LS"
"066474-0025","8:10-cv-1154"
"064333-1966","BC339052"
"025865-0135"," 07-2854"
"102838-3002","3:14-CV-00654-FDW-DSC"
"107100-0002","13-cv-12647"
"022262-0765","11cv9661"
"009532-0365","05-5001311"
"042866-0461"," 15-5118"
"097031-0017","A205-08-2222"
"064346-2806","12-C-711"
"115705-0003","17-cv-24283"
"104907-0144","G.D. 12-020620"
"007054-0130","CIVDS1805019"
"064333-1013","CGC07274274"
"031895-0623","2016 CA 006380 A"
"064346-0400","RG07359353"
"051092-0160","1:09-cv-00235"
"007568-0303","17-02512"
"030725-0006","EEOC Charge number 570-2014-00759"
"097076-0108","000995"
"064346-7830","No. 2090 of 2014"
"107046-0033","3:15-cv-1297"
"103971-0208","18-4501"
"064338-0083","RG05210584"
"062002-0002","13-72355;13-72295;13-72490"
"013448-0034","530-2015-01418"
"020787-0732","11-003056-NP"
"064346-2973","N12C-06-249 ASB"
"064909-0002","3:09-CV01894 GEB DEA"
"064346-2951","N12C-07-107 ASB"
"064346-1357","BC432288"
"061146-0034","BCD-CV-15-57"
"025010-0131","108CV11056 (RWZ)"
"064329-1511","14-000008-NP"
"058074-0367","15-cv-24585"
"008742-0129","ARM050516 (EEOC No.: 17C-2016-00511)"
"064385-0157","18 cv 4726"
"064346-1546","N10C-08-216 ASB"
"020787-3365","12-C-2541 KAN"
"097033-0073","A205-082-635"
"061774-0001","603184/05"
"064333-0163","CGC-06-451749"
"107046-0243","30201901103157"
"030830-0002","RP13-1041-000"
"059971-0011","213CV07144DSFAJW"
"020787-9213","16-019393"
"063134-0151","L-1265-17"
"064346-8011","14-021999"
"064346-9398","15-C-1114"
"064346-4488","13-C-1568"
"067696-1433","CGC10275565"
"064346-1203","10-C-254"
"062066-0038","09CV02885JAK-E"
"043451-0143","11-cv-8876"
"064329-2270","16-C-135"
"000093-0018","30201200593608"
"064333-1363","CGC07274147"
"105486-0011","511-2015-01884"
"009532-2291","17-8845"
"063784-0212","11CV01058 (EJD"
"064346-3158","2012-3566"
"034664-0238","BC475131"
"031328-0004","BC691926"
"064333-0067","CGC04437169"
"060718-0055","1:11-cv-00244"
"022262-0726","1:11-cv-01225-TSE-TCB"
"117003-1116","2014-3195"
"106524-0094","15005712NP"
"054553-0118","2:12-cv-01962"
"031886-0004","03417 "
"117003-8248","16-C-303WDE"
"105259-0008","15-cv-00841"
"010490-0007","18-00149"
"064346-3500","1170"
"064333-0844","06-3055"
"039408-0720","MCC1301633"
"009532-1375","13-cv-01458-"
"064333-0686","09-C-366"
"064346-5260","13-22207-NP"
"059961-0008","N/A"
"064346-5643","CL14-01163T-01"
"097079-0041","2389096-A"
"059501-0050","19STCV25622"
"106965-1990","FBT-CV11-6019224-S"
"105048-0001","14cv8004"
"064346-4749","N13C-09-074 ASB"
"064346-5354","13-C-2326"
"064333-9570","12-008184-NP"
"105597-0006","MRS-L-2809-16"
"037492-0205","15-02927"
"031895-0689","24X17000362"
"002513-1040","07 CV 961"
"054553-0120","16-2105"
"037084-0058","03CC13793"
"103971-0009","15-1735"
"009532-2867","19-01018"
"000607-0001","09-1376"
"049065-0401","15 cv 6943"
"106964-5485","BC599035"
"061942-0134","1:17-cv-05412"
"064346-0116","04CC00729"
"111210-0001","BC513029"
"066169-0012","NC053684"
"120007-0002","19 cv 1762"
"065898-0012","SACV 11-00843 JST (MLGx)"
"031895-0342","24X15000573"
"020787-2691","12-013957-NP"
"064333-5654","CGC11275783 "
"097056-0035","16U08646"
"064346-2537","11-C-2028"
"039408-1870","504662/19"
"064346-1343","10-007729"
"067654-0389","24X09000394"
"067654-0821","24-X-10-000397"
"069387-0011","CV12-10412 MRW"
"058074-0250","2011-CA-8974"
"064329-1637","14-15261-NP"
"002722-0005","2:15-cv-00285 DSC"
"049673-0110","530-2016-01207"
"060771-0177","BC600046"
"064346-8251","CL13000212-00"
"126149-0005","19 cv 11770"
"064333-1541","CGC06453681"
"010601-0067","18-cv-382"
"064318-1220","15-013568"
"067696-1680","CGC12276051"
"061942-0093","524-2016-00015C"
"064346-9267","1508-00110"
"059501-0040","4:15-cv-01203"
"069727-0004","BC401425"
"097043-0098","14-4290"
"025010-0307","L-981-15"
